,level_0,index,log_price,accommodates,city,number_of_reviews,review_scores_rating,grade
46399,53522,69143,4.74493212836325,1,SF,2,100.0,A
46400,53523,69144,4.442651256490317,2,DC,10,88.0,B
46401,53524,69146,4.4998096703302615,2,NYC,22,95.0,A
46402,53525,69147,4.382026634673881,4,NYC,2,80.0,B
46403,53527,69151,6.684611727667928,6,LA,6,100.0,A
46404,53528,69152,4.605170185988092,2,LA,8,98.0,A
46405,53529,69153,4.787491742782046,4,DC,3,100.0,A
46406,53530,69154,4.0943445622221,2,LA,34,82.0,B
46407,53531,69156,6.214608098422191,12,LA,184,97.0,A
46408,53532,69157,5.0106352940962555,4,LA,34,89.0,B
46409,53533,69158,5.393627546352364,4,NYC,1,80.0,B
46410,53534,69159,4.07753744390572,2,LA,91,98.0,A
46411,53535,69160,4.787491742782046,2,NYC,1,100.0,A
46412,53536,69161,5.521460917862246,3,NYC,10,96.0,A
46413,53537,69162,4.07753744390572,4,LA,40,96.0,A
46414,53538,69163,5.521460917862246,4,DC,1,100.0,A
46415,53539,69164,4.007333185232471,1,LA,2,100.0,A
46416,53541,69167,4.442651256490317,4,LA,26,92.0,A
46417,53542,69169,4.248495242049359,3,NYC,3,93.0,A
46418,53543,69170,4.248495242049359,2,LA,109,98.0,A
46419,53545,69172,4.59511985013459,4,LA,173,96.0,A
46420,53547,69174,4.74493212836325,6,LA,10,94.0,A
46421,53548,69175,4.605170185988092,4,NYC,9,96.0,A
46422,53549,69176,4.787491742782046,2,NYC,50,95.0,A
46423,53550,69177,4.941642422609304,4,NYC,38,91.0,A
46424,53551,69179,5.0106352940962555,2,SF,15,100.0,A
46425,53554,69182,4.4998096703302615,2,NYC,13,91.0,A
46426,53555,69183,4.941642422609304,3,DC,19,100.0,A
46427,53556,69185,5.0369526024136295,2,SF,3,87.0,B
46428,53557,69186,5.68697535633982,2,NYC,6,100.0,A
46429,53558,69188,5.043425116919247,5,DC,83,98.0,A
46430,53559,69189,4.1588830833596715,2,LA,4,80.0,B
46431,53560,69190,5.988961416889862,5,Chicago,22,96.0,A
46432,53561,69191,4.248495242049359,2,NYC,3,93.0,A
46433,53562,69192,4.605170185988092,2,SF,156,96.0,A
46434,53563,69193,4.820281565605037,5,NYC,30,97.0,A
46435,53564,69194,4.59511985013459,1,LA,1,80.0,B
46436,53565,69195,4.0943445622221,4,NYC,7,97.0,A
46437,53566,69196,4.59511985013459,2,LA,179,94.0,A
46438,53568,69198,4.31748811353631,4,NYC,1,80.0,B
46439,53569,69199,5.634789603169249,6,NYC,2,80.0,B
46440,53570,69200,6.131226489483143,4,NYC,3,100.0,A
46441,53571,69202,4.605170185988092,2,LA,3,93.0,A
46442,53572,69204,5.062595033026967,2,LA,155,92.0,A
46443,53573,69205,4.90527477843843,4,LA,32,88.0,B
46444,53574,69206,4.0943445622221,2,NYC,13,94.0,A
46445,53575,69207,4.867534450455582,10,LA,1,100.0,A
46446,53576,69209,4.941642422609304,2,SF,2,100.0,A
46447,53577,69210,5.298317366548036,6,Chicago,18,96.0,A
46448,53578,69212,5.9532433342877855,4,NYC,1,100.0,A
46449,53579,69213,4.941642422609304,2,NYC,1,80.0,B
46450,53580,69214,4.59511985013459,2,NYC,4,97.0,A
46451,53581,69215,5.0106352940962555,2,NYC,3,100.0,A
46452,53582,69216,5.241747015059644,4,NYC,116,99.0,A
46453,53583,69217,5.075173815233828,2,SF,37,95.0,A
46454,53584,69218,5.241747015059644,6,SF,108,95.0,A
46455,53585,69219,4.4998096703302615,2,Chicago,4,100.0,A
46456,53586,69220,4.343805421853683,2,LA,21,100.0,A
46457,53587,69222,4.90527477843843,4,NYC,23,98.0,A
46458,53588,69223,5.1647859739235145,3,NYC,1,100.0,A
46459,53589,69224,4.4998096703302615,2,LA,6,87.0,B
46460,53590,69225,4.787491742782046,2,NYC,3,93.0,A
46461,53591,69226,4.174387269895637,2,LA,6,93.0,A
46462,53592,69229,5.703782474656202,6,SF,9,95.0,A
46463,53594,69232,4.653960350157523,2,LA,4,100.0,A
46464,53595,69233,5.293304824724492,4,LA,7,100.0,A
46465,53596,69235,4.605170185988092,2,Chicago,5,100.0,A
46466,53597,69236,5.105945473900579,3,NYC,25,95.0,A
46467,53599,69239,4.31748811353631,2,Boston,1,100.0,A
46468,53600,69241,4.382026634673881,3,NYC,76,96.0,A
46469,53601,69242,5.135798437050261,4,LA,28,92.0,A
46470,53602,69244,5.075173815233828,2,NYC,4,100.0,A
46471,53603,69249,5.0106352940962555,6,LA,47,88.0,B
46472,53604,69250,4.574710978503383,2,LA,39,94.0,A
46473,53605,69252,5.293304824724492,10,LA,7,91.0,A
46474,53606,69253,5.247024072160486,4,Chicago,14,94.0,A
46475,53607,69255,5.293304824724492,4,LA,149,96.0,A
46476,53608,69256,4.3694478524670215,2,NYC,2,100.0,A
46477,53609,69257,4.060443010546419,3,NYC,11,98.0,A
46478,53610,69258,4.59511985013459,2,NYC,1,100.0,A
46479,53611,69259,5.298317366548036,2,Boston,13,94.0,A
46480,53612,69260,5.966146739123692,6,DC,14,97.0,A
46481,53615,69263,6.396929655216146,6,Boston,8,98.0,A
46482,53617,69265,5.552959584921617,2,SF,12,98.0,A
46483,53618,69267,5.0106352940962555,2,LA,17,99.0,A
46484,53619,69268,5.521460917862246,2,Boston,11,100.0,A
46485,53620,69269,4.48863636973214,3,NYC,68,90.0,A
46486,53621,69271,5.1647859739235145,1,NYC,18,100.0,A
46487,53623,69273,4.477336814478207,2,NYC,79,91.0,A
46488,53624,69274,5.1647859739235145,5,Boston,11,98.0,A
46489,53625,69275,4.343805421853683,2,NYC,8,98.0,A
46490,53626,69276,5.966146739123692,6,LA,15,97.0,A
46491,53627,69277,4.382026634673881,2,LA,1,100.0,A
46492,53628,69278,4.867534450455582,1,NYC,9,91.0,A
46493,53629,69279,7.2078598714324755,16,SF,1,100.0,A
46494,53630,69280,4.0943445622221,2,Boston,18,94.0,A
46495,53631,69282,5.272999558563747,3,NYC,5,100.0,A
46496,53632,69284,4.700480365792417,3,NYC,11,98.0,A
46497,53633,69285,5.416100402204419,6,LA,4,90.0,A
46498,53634,69286,4.9344739331306915,5,LA,40,82.0,B
46499,53636,69288,5.298317366548036,4,NYC,3,100.0,A
46500,53637,69292,4.290459441148391,2,LA,3,93.0,A
46501,53638,69293,4.4998096703302615,2,Boston,3,80.0,B
46502,53639,69294,5.991464547107983,4,NYC,1,100.0,A
46503,53640,69296,5.075173815233828,3,NYC,4,100.0,A
46504,53641,69297,5.3706380281276624,3,LA,19,99.0,A
46505,53642,69298,4.867534450455582,2,DC,11,95.0,A
46506,53643,69299,4.812184355372417,2,SF,1,100.0,A
46507,53644,69300,4.0943445622221,2,NYC,2,100.0,A
46508,53645,69301,5.293304824724492,6,LA,70,95.0,A
46509,53646,69302,5.293304824724492,8,NYC,71,94.0,A
46510,53647,69303,4.382026634673881,2,NYC,6,93.0,A
46511,53648,69304,4.174387269895637,5,NYC,3,100.0,A
46512,53649,69305,4.7791234931115305,2,NYC,7,100.0,A
46513,53650,69306,4.219507705176107,3,LA,22,85.0,B
46514,53651,69307,5.003946305945459,4,Chicago,6,87.0,B
46515,53652,69308,5.0689042022202315,2,SF,122,97.0,A
46516,53653,69309,4.859812404361672,2,NYC,132,96.0,A
46517,53654,69310,5.4380793089231965,7,SF,36,94.0,A
46518,53655,69311,5.0106352940962555,3,SF,55,99.0,A
46519,53658,69316,5.231108616854587,5,LA,2,100.0,A
46520,53659,69317,4.07753744390572,2,LA,52,97.0,A
46521,53660,69318,4.8283137373023015,2,NYC,39,97.0,A
46522,53662,69323,4.31748811353631,2,SF,64,97.0,A
46523,53663,69324,4.248495242049359,2,NYC,46,95.0,A
46524,53664,69325,4.6913478822291435,4,NYC,4,100.0,A
46525,53665,69327,5.521460917862246,4,NYC,31,90.0,A
46526,53670,69333,5.5053315359323625,4,LA,73,91.0,A
46527,53671,69334,4.605170185988092,2,NYC,40,93.0,A
46528,53673,69336,5.241747015059644,5,LA,18,80.0,B
46529,53675,69339,5.043425116919247,2,DC,28,99.0,A
46530,53676,69340,5.043425116919247,4,NYC,2,100.0,A
46531,53678,69343,5.272999558563747,3,NYC,10,98.0,A
46532,53679,69344,4.605170185988092,2,DC,31,96.0,A
46533,53680,69346,4.653960350157523,3,NYC,1,100.0,A
46534,53681,69347,5.416100402204419,4,NYC,49,94.0,A
46535,53682,69348,5.991464547107983,2,NYC,32,99.0,A
46536,53683,69350,4.700480365792417,2,SF,94,97.0,A
46537,53684,69351,4.219507705176107,2,NYC,5,80.0,B
46538,53685,69352,6.063785208687607,4,SF,26,95.0,A
46539,53686,69353,5.556828061699537,8,SF,13,87.0,B
46540,53687,69354,4.0943445622221,2,NYC,18,88.0,B
46541,53688,69355,5.214935757608987,5,DC,7,97.0,A
46542,53689,69356,5.1929568508902095,2,NYC,69,95.0,A
46543,53690,69357,4.90527477843843,4,SF,2,90.0,A
46544,53691,69358,4.90527477843843,2,NYC,1,80.0,B
46545,53692,69359,4.382026634673881,2,Boston,67,88.0,B
46546,53693,69360,4.74493212836325,2,NYC,29,98.0,A
46547,53694,69362,4.3694478524670215,2,NYC,3,100.0,A
46548,53696,69367,4.8283137373023015,3,LA,3,100.0,A
46549,53697,69368,4.804021044733257,4,NYC,3,90.0,A
46550,53698,69369,4.8283137373023015,2,NYC,4,95.0,A
46551,53699,69370,4.0943445622221,2,LA,1,100.0,A
46552,53700,69371,5.0106352940962555,4,NYC,3,93.0,A
46553,53701,69372,5.666426688112433,4,SF,20,94.0,A
46554,53702,69373,4.127134385045092,2,NYC,3,100.0,A
46555,53703,69374,5.662960480135946,2,NYC,2,90.0,A
46556,53704,69377,4.248495242049359,3,Chicago,81,99.0,A
46557,53705,69378,5.003946305945459,4,LA,209,86.0,B
46558,53706,69379,5.68697535633982,2,NYC,92,94.0,A
46559,53708,69381,5.68697535633982,8,NYC,2,100.0,A
46560,53709,69384,5.1179938124167546,10,Chicago,6,100.0,A
46561,53710,69386,4.605170185988092,1,NYC,1,100.0,A
46562,53711,69387,5.886104031450156,9,SF,7,94.0,A
46563,53718,69399,5.298317366548036,4,NYC,16,95.0,A
46564,53719,69400,4.574710978503383,8,LA,75,94.0,A
46565,53720,69401,4.31748811353631,2,SF,172,93.0,A
46566,53721,69402,5.666426688112433,6,LA,12,87.0,B
46567,53722,69403,5.703782474656202,4,NYC,15,95.0,A
46568,53723,69404,4.867534450455582,3,LA,3,100.0,A
46569,53724,69405,5.940171252720432,5,Chicago,1,100.0,A
46570,53725,69408,5.111987788356544,4,Boston,6,100.0,A
46571,53726,69409,4.787491742782046,4,NYC,2,90.0,A
46572,53727,69410,4.74493212836325,3,NYC,5,84.0,B
46573,53728,69411,4.31748811353631,3,LA,1,100.0,A
46574,53729,69412,4.74493212836325,4,NYC,2,80.0,B
46575,53730,69413,5.153291594497778,4,NYC,1,100.0,A
46576,53731,69414,4.653960350157523,4,Chicago,86,96.0,A
46577,53732,69416,4.941642422609304,2,NYC,8,95.0,A
46578,53734,69419,5.298317366548036,5,LA,1,100.0,A
46579,53737,69423,4.23410650459726,2,LA,25,82.0,B
46580,53738,69424,5.6524891802686525,8,LA,1,100.0,A
46581,53739,69425,4.74493212836325,2,NYC,27,83.0,B
46582,53740,69426,4.941642422609304,5,Chicago,7,93.0,A
46583,53741,69427,4.852030263919617,4,NYC,5,96.0,A
46584,53744,69430,4.248495242049359,2,NYC,3,100.0,A
46585,53745,69431,4.787491742782046,6,NYC,58,89.0,B
46586,53746,69432,5.105945473900579,8,NYC,29,97.0,A
46587,53748,69434,5.220355825078324,5,LA,48,88.0,B
46588,53749,69435,5.003946305945459,3,LA,3,90.0,A
46589,53750,69436,5.075173815233828,3,SF,173,98.0,A
46590,53751,69438,4.976733742420574,2,SF,231,99.0,A
46591,53752,69439,4.31748811353631,2,NYC,5,92.0,A
46592,53753,69440,6.551080335043403,4,NYC,27,91.0,A
46593,53754,69441,4.31748811353631,2,LA,1,80.0,B
46594,53755,69442,4.23410650459726,2,LA,1,80.0,B
46595,53756,69444,4.0943445622221,2,LA,17,87.0,B
46596,53757,69446,5.697093486505405,11,Boston,14,96.0,A
46597,53758,69447,4.553876891600541,2,NYC,13,92.0,A
46598,53760,69450,4.605170185988092,4,Chicago,7,97.0,A
46599,53761,69452,4.6913478822291435,6,Boston,106,92.0,A
46600,53762,69454,4.48863636973214,5,NYC,7,86.0,B
46601,53764,69456,5.433722003554242,8,NYC,177,82.0,B
46602,53765,69457,4.0943445622221,3,NYC,129,95.0,A
46603,53766,69460,4.007333185232471,1,NYC,1,100.0,A
46604,53767,69462,4.867534450455582,2,NYC,10,94.0,A
46605,53768,69463,4.787491742782046,5,NYC,10,90.0,A
46606,53769,69464,6.1092475827643655,6,SF,36,100.0,A
46607,53770,69465,5.0106352940962555,2,LA,1,100.0,A
46608,53771,69466,4.31748811353631,2,NYC,4,95.0,A
46609,53772,69467,5.393627546352364,2,Boston,82,94.0,A
46610,53773,69469,4.4067192472642525,4,LA,6,93.0,A
46611,53774,69470,5.926926025970412,4,NYC,3,93.0,A
46612,53775,69472,4.382026634673881,2,LA,36,94.0,A
46613,53777,69475,4.941642422609304,5,NYC,25,88.0,B
46614,53778,69476,4.31748811353631,2,NYC,22,96.0,A
46615,53779,69477,4.31748811353631,4,Chicago,44,91.0,A
46616,53780,69479,4.653960350157523,2,SF,76,98.0,A
46617,53781,69480,5.521460917862246,6,LA,1,100.0,A
46618,53783,69482,6.184148890937482,10,Boston,2,80.0,B
46619,53784,69483,4.23410650459726,1,NYC,10,84.0,B
46620,53785,69484,4.31748811353631,2,NYC,6,96.0,A
46621,53787,69486,4.976733742420574,6,NYC,3,100.0,A
46622,53788,69487,5.272999558563747,4,NYC,17,99.0,A
46623,53789,69488,4.605170185988092,1,SF,2,90.0,A
46624,53790,69489,4.248495242049359,2,LA,149,93.0,A
46625,53792,69494,4.110873864173311,2,NYC,93,94.0,A
46626,53793,69495,4.382026634673881,1,SF,9,98.0,A
46627,53794,69496,5.1647859739235145,4,LA,5,100.0,A
46628,53796,69498,4.605170185988092,2,NYC,52,94.0,A
46629,53797,69499,4.382026634673881,3,DC,3,100.0,A
46630,53798,69501,5.0106352940962555,3,LA,13,97.0,A
46631,53799,69502,4.941642422609304,2,NYC,16,93.0,A
46632,53800,69503,4.875197323201151,4,LA,5,96.0,A
46633,53801,69504,4.867534450455582,3,DC,15,95.0,A
46634,53802,69506,4.653960350157523,1,NYC,1,100.0,A
46635,53803,69507,4.442651256490317,2,NYC,30,95.0,A
46636,53804,69508,4.68213122712422,2,LA,141,100.0,A
46637,53805,69509,5.0106352940962555,3,NYC,1,100.0,A
46638,53806,69510,5.298317366548036,3,NYC,27,92.0,A
46639,53807,69511,4.718498871295094,2,NYC,5,92.0,A
46640,53808,69512,4.59511985013459,6,NYC,7,91.0,A
46641,53809,69513,5.043425116919247,2,DC,1,80.0,B
46642,53810,69514,4.143134726391533,2,NYC,1,100.0,A
46643,53811,69515,4.31748811353631,2,NYC,2,100.0,A
46644,53812,69518,4.605170185988092,2,NYC,15,89.0,B
46645,53813,69521,4.605170185988092,2,NYC,31,94.0,A
46646,53814,69522,5.991464547107983,8,SF,64,98.0,A
46647,53815,69525,5.298317366548036,3,NYC,18,99.0,A
46648,53816,69526,4.787491742782046,7,LA,39,99.0,A
46649,53817,69527,4.442651256490317,3,LA,7,93.0,A
46650,53818,69528,5.0106352940962555,2,NYC,3,100.0,A
46651,53819,69529,4.07753744390572,3,NYC,17,95.0,A
46652,53820,69530,4.867534450455582,2,NYC,63,95.0,A
46653,53821,69531,4.248495242049359,2,NYC,3,80.0,B
46654,53822,69532,4.605170185988092,2,NYC,18,99.0,A
46655,53823,69533,5.703782474656202,4,SF,4,90.0,A
46656,53824,69534,4.248495242049359,2,Chicago,13,93.0,A
46657,53825,69536,4.68213122712422,6,NYC,58,98.0,A
46658,53826,69537,5.298317366548036,1,NYC,7,97.0,A
46659,53827,69539,4.0943445622221,1,DC,8,100.0,A
46660,53828,69541,5.298317366548036,6,LA,19,99.0,A
46661,53831,69547,5.521460917862246,5,LA,4,95.0,A
46662,53832,69548,4.605170185988092,2,LA,1,100.0,A
46663,53833,69549,4.382026634673881,2,NYC,2,100.0,A
46664,53834,69551,5.003946305945459,4,LA,28,94.0,A
46665,53835,69552,4.219507705176107,1,LA,70,97.0,A
46666,53836,69553,4.248495242049359,1,NYC,2,90.0,A
46667,53837,69554,5.075173815233828,2,NYC,2,100.0,A
46668,53838,69555,4.0943445622221,1,NYC,8,90.0,A
46669,53839,69557,5.003946305945459,4,LA,3,100.0,A
46670,53840,69558,4.59511985013459,4,Chicago,113,97.0,A
46671,53841,69559,4.0943445622221,6,Chicago,11,84.0,B
46672,53842,69560,4.6913478822291435,2,NYC,1,100.0,A
46673,53843,69562,5.416100402204419,3,NYC,1,80.0,B
46674,53844,69563,4.859812404361672,4,NYC,6,96.0,A
46675,53845,69565,5.1647859739235145,4,LA,8,98.0,A
46676,53846,69566,4.74493212836325,2,NYC,33,80.0,B
46677,53847,69568,4.700480365792417,2,SF,16,94.0,A
46678,53848,69572,4.787491742782046,3,NYC,21,98.0,A
46679,53849,69573,4.382026634673881,4,LA,75,99.0,A
46680,53850,69574,5.017279836814924,7,NYC,24,81.0,B
46681,53851,69575,5.135798437050261,3,Boston,61,97.0,A
46682,53852,69577,5.1647859739235145,1,SF,8,95.0,A
46683,53853,69578,5.433722003554242,9,NYC,22,88.0,B
46684,53854,69579,4.941642422609304,3,LA,7,97.0,A
46685,53855,69580,5.703782474656202,3,NYC,4,100.0,A
46686,53856,69582,5.204006687076795,4,NYC,21,99.0,A
46687,53857,69584,4.553876891600541,2,NYC,9,100.0,A
46688,53858,69585,4.700480365792417,1,NYC,9,93.0,A
46689,53859,69586,4.3694478524670215,1,LA,3,100.0,A
46690,53860,69587,4.8283137373023015,3,LA,18,93.0,A
46691,53861,69589,4.852030263919617,5,LA,46,96.0,A
46692,53862,69590,4.787491742782046,2,NYC,5,75.0,C
46693,53863,69592,4.48863636973214,5,LA,17,96.0,A
46694,53864,69593,5.298317366548036,4,SF,228,93.0,A
46695,53865,69595,4.74493212836325,6,LA,135,97.0,A
46696,53866,69596,4.219507705176107,1,NYC,41,98.0,A
46697,53867,69597,4.74493212836325,2,LA,132,92.0,A
46698,53868,69598,5.488937726156687,8,LA,15,99.0,A
46699,53869,69599,4.605170185988092,1,SF,7,100.0,A
46700,53870,69601,4.442651256490317,2,Chicago,8,100.0,A
46701,53871,69602,6.543911845564795,3,NYC,1,100.0,A
46702,53872,69603,4.634728988229637,5,DC,74,96.0,A
46703,53874,69605,5.501258210544727,2,NYC,1,100.0,A
46704,53876,69607,4.007333185232471,1,NYC,13,91.0,A
46705,53877,69608,4.653960350157523,4,LA,19,95.0,A
46706,53878,69609,5.075173815233828,2,SF,2,100.0,A
46707,53880,69611,6.3189681137464335,4,NYC,71,95.0,A
46708,53881,69612,6.129050210060545,16,NYC,2,80.0,B
46709,53882,69613,4.84418708645859,2,NYC,3,100.0,A
46710,53883,69615,4.867534450455582,3,NYC,10,85.0,B
46711,53884,69616,4.442651256490317,2,LA,88,97.0,A
46712,53885,69617,5.293304824724492,5,LA,44,83.0,B
46713,53886,69618,6.51471269087253,8,LA,27,94.0,A
46714,53888,69621,4.248495242049359,2,LA,3,100.0,A
46715,53889,69622,5.1647859739235145,4,Boston,3,87.0,B
46716,53891,69625,5.247024072160486,5,LA,30,97.0,A
46717,53893,69628,4.9344739331306915,2,SF,102,97.0,A
46718,53894,69630,4.700480365792417,3,NYC,20,97.0,A
46719,53895,69631,5.105945473900579,2,NYC,13,92.0,A
46720,53896,69632,4.48863636973214,2,SF,2,90.0,A
46721,53897,69633,5.187385805840755,4,Boston,18,85.0,B
46722,53898,69635,4.859812404361672,4,DC,5,90.0,A
46723,53899,69636,4.653960350157523,2,LA,92,95.0,A
46724,53901,69638,5.0106352940962555,5,NYC,53,97.0,A
46725,53903,69640,4.553876891600541,2,DC,10,92.0,A
46726,53904,69641,5.521460917862246,5,LA,3,100.0,A
46727,53905,69642,6.12029741895095,8,LA,21,98.0,A
46728,53906,69643,4.007333185232471,1,LA,4,100.0,A
46729,53907,69644,5.594711379601837,3,NYC,1,100.0,A
46730,53908,69645,5.1929568508902095,5,Boston,3,87.0,B
46731,53909,69646,5.0689042022202315,2,SF,16,85.0,B
46732,53910,69648,6.817830571454152,7,Boston,1,100.0,A
46733,53911,69649,5.521460917862246,5,NYC,1,80.0,B
46734,53912,69651,4.653960350157523,4,LA,82,94.0,A
46735,53913,69652,4.4188406077965965,2,LA,2,100.0,A
46736,53915,69656,6.309918278226516,4,DC,1,100.0,A
46737,53916,69657,4.7791234931115305,2,NYC,2,90.0,A
46738,53917,69658,5.0106352940962555,2,Chicago,19,99.0,A
46739,53918,69659,4.8283137373023015,4,NYC,6,100.0,A
46740,53919,69660,4.700480365792417,2,NYC,38,94.0,A
46741,53920,69662,4.110873864173311,3,LA,37,98.0,A
46742,53921,69663,4.219507705176107,1,LA,14,93.0,A
46743,53922,69664,4.624972813284272,4,LA,65,85.0,B
46744,53923,69666,4.248495242049359,2,NYC,4,90.0,A
46745,53926,69670,5.1929568508902095,2,NYC,2,100.0,A
46746,53927,69672,4.060443010546419,1,SF,13,94.0,A
46747,53928,69674,4.59511985013459,1,NYC,29,99.0,A
46748,53930,69676,4.442651256490317,1,NYC,13,98.0,A
46749,53931,69677,4.8283137373023015,4,LA,51,96.0,A
46750,53932,69678,5.159055299214528,6,LA,43,97.0,A
46751,53933,69679,4.382026634673881,2,DC,1,100.0,A
46752,53935,69681,5.293304824724492,4,LA,109,97.0,A
46753,53937,69683,5.003946305945459,4,LA,9,98.0,A
46754,53938,69684,6.745236349484363,8,LA,7,100.0,A
46755,53939,69686,4.07753744390572,4,LA,107,88.0,B
46756,53940,69689,4.31748811353631,2,LA,17,98.0,A
46757,53941,69690,5.843544417031361,4,NYC,51,98.0,A
46758,53942,69691,4.454347296253506,2,NYC,13,97.0,A
46759,53943,69692,4.382026634673881,5,NYC,20,90.0,A
46760,53945,69694,4.007333185232471,2,LA,1,100.0,A
46761,53946,69697,5.1647859739235145,2,SF,3,100.0,A
46762,53948,69699,4.718498871295094,5,LA,28,94.0,A
46763,53949,69700,4.59511985013459,2,NYC,3,87.0,B
46764,53951,69702,5.521460917862246,6,DC,58,99.0,A
46765,53953,69708,4.204692619390967,2,NYC,8,98.0,A
46766,53954,69709,5.075173815233828,4,LA,12,100.0,A
46767,53955,69710,4.248495242049359,2,NYC,75,90.0,A
46768,53956,69712,4.174387269895637,2,LA,72,94.0,A
46769,53957,69714,5.043425116919247,4,NYC,1,100.0,A
46770,53959,69716,4.007333185232471,2,LA,5,95.0,A
46771,53961,69718,5.075173815233828,4,LA,39,94.0,A
46772,53962,69719,5.703782474656202,5,NYC,1,100.0,A
46773,53963,69720,5.003946305945459,6,Chicago,8,100.0,A
46774,53964,69721,5.703782474656202,2,NYC,2,100.0,A
46775,53966,69723,4.31748811353631,1,LA,8,93.0,A
46776,53967,69725,4.653960350157523,2,NYC,10,100.0,A
46777,53969,69731,5.857933154483459,8,Chicago,22,93.0,A
46778,53970,69732,5.389071729816501,6,NYC,55,85.0,B
46779,53971,69734,4.4998096703302615,2,LA,118,98.0,A
46780,53972,69735,4.605170185988092,4,NYC,16,83.0,B
46781,53973,69736,4.90527477843843,5,NYC,20,94.0,A
46782,53974,69737,4.605170185988092,4,DC,55,99.0,A
46783,53976,69740,5.6167710976665735,6,NYC,97,96.0,A
46784,53977,69741,4.584967478670572,2,LA,59,94.0,A
46785,53979,69743,4.700480365792417,2,NYC,1,100.0,A
46786,53980,69745,4.48863636973214,2,NYC,39,96.0,A
46787,53982,69747,4.584967478670572,2,LA,48,96.0,A
46788,53983,69748,5.883322388488279,8,LA,6,93.0,A
46789,53984,69749,5.1647859739235145,4,LA,5,100.0,A
46790,53986,69751,5.241747015059644,4,NYC,18,99.0,A
46791,53987,69752,5.272999558563747,5,NYC,1,100.0,A
46792,53988,69754,5.393627546352364,2,LA,3,100.0,A
46793,53990,69756,4.90527477843843,4,NYC,2,100.0,A
46794,53991,69757,5.247024072160486,14,LA,87,96.0,A
46795,53992,69758,4.787491742782046,4,NYC,11,100.0,A
46796,53993,69759,4.007333185232471,2,Boston,2,100.0,A
46797,53995,69761,4.442651256490317,2,LA,23,93.0,A
46798,53996,69763,4.9344739331306915,3,LA,34,97.0,A
46799,53997,69764,4.584967478670572,1,NYC,4,90.0,A
46800,53998,69765,4.8283137373023015,4,Boston,15,95.0,A
46801,53999,69767,4.584967478670572,2,NYC,65,94.0,A
46802,54000,69768,4.574710978503383,2,Chicago,22,95.0,A
46803,54001,69769,5.247024072160486,2,NYC,113,99.0,A
46804,54002,69770,4.007333185232471,2,LA,32,96.0,A
46805,54003,69772,5.3706380281276624,2,NYC,2,100.0,A
46806,54004,69773,5.293304824724492,6,LA,4,100.0,A
46807,54006,69775,4.343805421853683,2,NYC,34,90.0,A
46808,54008,69778,4.4067192472642525,3,LA,17,81.0,B
46809,54009,69780,5.501258210544727,7,LA,34,95.0,A
46810,54010,69781,5.0106352940962555,4,NYC,2,100.0,A
46811,54011,69783,4.442651256490317,3,NYC,1,100.0,A
46812,54012,69784,4.382026634673881,2,NYC,22,86.0,B
46813,54013,69785,5.075173815233828,3,NYC,4,95.0,A
46814,54014,69787,4.3694478524670215,2,LA,110,91.0,A
46815,54015,69788,5.3471075307174685,3,NYC,4,95.0,A
46816,54016,69790,5.521460917862246,6,NYC,1,100.0,A
46817,54017,69791,5.342334251964812,8,LA,93,93.0,A
46818,54018,69792,4.174387269895637,2,NYC,20,98.0,A
46819,54019,69793,5.298317366548036,3,NYC,36,93.0,A
46820,54020,69794,4.8283137373023015,4,LA,20,92.0,A
46821,54021,69796,4.07753744390572,1,LA,22,83.0,B
46822,54022,69797,4.700480365792417,2,LA,3,100.0,A
46823,54023,69802,4.3694478524670215,2,NYC,2,100.0,A
46824,54025,69805,5.634789603169249,12,LA,86,91.0,A
46825,54026,69807,5.0106352940962555,2,NYC,73,97.0,A
46826,54027,69808,4.787491742782046,1,NYC,3,87.0,B
46827,54028,69809,4.07753744390572,3,LA,5,100.0,A
46828,54029,69810,4.941642422609304,2,NYC,26,98.0,A
46829,54030,69811,4.787491742782046,3,LA,1,100.0,A
46830,54033,69814,4.4998096703302615,2,NYC,2,90.0,A
46831,54034,69815,4.8283137373023015,2,SF,20,100.0,A
46832,54035,69816,4.605170185988092,4,DC,2,100.0,A
46833,54036,69817,6.476972362889682,9,LA,5,100.0,A
46834,54037,69818,4.672828834461906,2,LA,11,91.0,A
46835,54038,69820,5.298317366548036,3,NYC,1,100.0,A
46836,54040,69822,4.787491742782046,2,SF,14,99.0,A
46837,54041,69825,4.31748811353631,2,NYC,3,93.0,A
46838,54042,69826,4.3694478524670215,2,LA,2,100.0,A
46839,54043,69827,5.298317366548036,1,SF,1,100.0,A
46840,54044,69828,4.605170185988092,2,NYC,2,100.0,A
46841,54045,69829,4.90527477843843,4,LA,23,88.0,B
46842,54046,69830,5.0106352940962555,4,NYC,55,96.0,A
46843,54047,69831,4.007333185232471,2,NYC,7,94.0,A
46844,54048,69832,5.476463551931511,6,NYC,61,82.0,B
46845,54050,69835,4.007333185232471,2,DC,2,100.0,A
46846,54052,69837,4.882801922586372,7,Chicago,29,81.0,B
46847,54053,69839,4.59511985013459,4,NYC,6,88.0,B
46848,54054,69841,4.189654742026425,4,NYC,30,95.0,A
46849,54055,69843,4.859812404361672,2,LA,131,86.0,B
46850,54056,69846,4.060443010546419,2,DC,31,83.0,B
46851,54057,69847,4.248495242049359,3,LA,1,100.0,A
